LỊCH ĐĂNG BÀI GROUP ZALO: LIÊN MINH ĐIỂM BÁN - BẾP YÊU THƯƠNG
Ngày,Tuần,STT bài/ngày,Khung giờ,Pillar,Chủ đề cụ thể,Mục tiêu,Template ID,Form mẫu tin nhắn,Prompt generate ảnh poster,Nguồn nội dung,Ghi chú,Trạng thái,Owner,Nội dung đăng bài,Biến cần điền trước đăng,CTA chính,Gợi ý ảnh/tư liệu
Ngày 22,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: ảnh giao hàng/bill,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: ảnh giao hàng/bill
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: ảnh giao hàng/bill"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] ảnh giao hàng/bill: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với ảnh giao hàng/bill, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 22,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: ảnh giao hàng/bill,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: ảnh giao hàng/bill
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: ảnh giao hàng/bill"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] ảnh giao hàng/bill: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử ảnh giao hàng/bill. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 23,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Giọt Lành,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Giọt Lành
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Giọt Lành"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] quyền lợi thẻ Giọt Lành: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai quyền lợi thẻ Giọt Lành. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 23,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: quyền lợi thẻ Giọt Lành,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: quyền lợi thẻ Giọt Lành
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: quyền lợi thẻ Giọt Lành"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] quyền lợi thẻ Giọt Lành: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với quyền lợi thẻ Giọt Lành, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 23,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: quyền lợi thẻ Giọt Lành,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: quyền lợi thẻ Giọt Lành
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: quyền lợi thẻ Giọt Lành"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] quyền lợi thẻ Giọt Lành: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử quyền lợi thẻ Giọt Lành. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 24,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Ban Mai/Bình Minh,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Ban Mai/Bình Minh
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: quyền lợi thẻ Ban Mai/Bình Minh"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] quyền lợi thẻ Ban Mai/Bình Minh: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai quyền lợi thẻ Ban Mai/Bình Minh. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 24,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: quyền lợi thẻ Ban Mai/Bình Minh,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: quyền lợi thẻ Ban Mai/Bình Minh
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: quyền lợi thẻ Ban Mai/Bình Minh"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] quyền lợi thẻ Ban Mai/Bình Minh: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với quyền lợi thẻ Ban Mai/Bình Minh, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 24,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: quyền lợi thẻ Ban Mai/Bình Minh,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: quyền lợi thẻ Ban Mai/Bình Minh
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: quyền lợi thẻ Ban Mai/Bình Minh"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] quyền lợi thẻ Ban Mai/Bình Minh: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử quyền lợi thẻ Ban Mai/Bình Minh. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 25,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: hướng dẫn bảo quản,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: hướng dẫn bảo quản
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: hướng dẫn bảo quản"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] hướng dẫn bảo quản: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai hướng dẫn bảo quản. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 25,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: hướng dẫn bảo quản,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: hướng dẫn bảo quản
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: hướng dẫn bảo quản"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] hướng dẫn bảo quản: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với hướng dẫn bảo quản, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 25,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: hướng dẫn bảo quản,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: hướng dẫn bảo quản
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: hướng dẫn bảo quản"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] hướng dẫn bảo quản: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử hướng dẫn bảo quản. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 26,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: menu tuần tới,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: menu tuần tới
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: menu tuần tới"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] menu tuần tới: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai menu tuần tới. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 26,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: menu tuần tới,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: menu tuần tới
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: menu tuần tới"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] menu tuần tới: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với menu tuần tới, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 26,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: menu tuần tới,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: menu tuần tới
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: menu tuần tới"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] menu tuần tới: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử menu tuần tới. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
Ngày 27,Tuần 4,1.0,08:00,Lợi ích chủ điểm,Lợi ích thêm dòng sản phẩm: gói detox/giảm cân,Tuyển điểm mới,RECRUIT_POINT,"[TUYỂN ĐIỂM LIÊN KẾT] Lợi ích thêm dòng sản phẩm: gói detox/giảm cân
BYT tìm [spa/cafe/phòng tập/shop mẹ bé] tại [khu vực].
Quyền lợi: thêm sản phẩm healthy + QR cộng đồng + hoa hồng khi có đơn.
Chủ điểm quan tâm comment ""ĐIỂM"" hoặc inbox.","Tạo poster Zalo 1:1 cho ""Lợi ích thêm dòng sản phẩm: gói detox/giảm cân"", phong cách healthy, sạch, màu xanh lá/be, bố cục rõ, ảnh sản phẩm/hoạt động cộng đồng, text ngắn dễ đọc trên điện thoại.",Danh sách điểm,,Chưa đăng,,"[TUYỂN ĐIỂM LIÊN KẾT] gói detox/giảm cân: BYT đang tìm thêm spa, cafe, phòng tập, salon, shop mẹ & bé và điểm dịch vụ quanh Hoàng Quốc Việt - Cầu Giấy để triển khai gói detox/giảm cân. Chủ điểm có thêm lý do chăm sóc khách cũ, thêm sản phẩm/nội dung để bán kèm và nhận hoa hồng khi phát sinh đơn qua QR cộng đồng. BYT hỗ trợ bài đăng, poster, kịch bản giới thiệu tại quầy và cách theo dõi đơn. Anh/chị muốn mở điểm thử trong 7 ngày comment ĐIỂM hoặc inbox admin.",Loại điểm ưu tiên; khu vực; chính sách hoa hồng; link/QR đăng ký,ĐIỂM,Poster 1:1: chủ điểm + sản phẩm/QR + 3 quyền lợi
Ngày 27,Tuần 4,2.0,14:00,Case/checklist điểm bán,Checklist/case mở điểm: gói detox/giảm cân,Giáo dục chủ điểm,CHECKLIST,"[CHECKLIST] Checklist/case mở điểm: gói detox/giảm cân
1. [Bước/lưu ý 1]
2. [Bước/lưu ý 2]
3. [Bước/lưu ý 3]
CTA: ai cần bản hướng dẫn đầy đủ comment ""CHECKLIST"".","Tạo infographic Zalo 1:1 chủ đề ""Checklist/case mở điểm: gói detox/giảm cân"", phong cách tối giản, màu xanh lá/be, 3-5 bullet ngắn, icon dinh dưỡng/đào tạo, có logo placeholder BYT, dễ đọc trên điện thoại.",Ảnh điểm thật,,Chưa đăng,,"[CHECKLIST MỞ ĐIỂM] gói detox/giảm cân: Trước khi triển khai tại điểm bán, kiểm tra 4 việc: khách tại điểm có nhu cầu mua nhanh không; QR hoặc vị trí giới thiệu có dễ thấy không; nhân sự có biết nói một câu giới thiệu ngắn không; lịch chốt đơn và giao hàng có rõ không. Với gói detox/giảm cân, nên chạy thử số lượng nhỏ trong 3-7 ngày, ghi lại phản hồi rồi mới tăng. Ai cần bản checklist và kịch bản tư vấn tại quầy comment CHECKLIST.",Ảnh điểm thật; điều kiện bảo quản/giao; mẫu checklist đầy đủ,CHECKLIST,Infographic 4 bước hoặc ảnh điểm thật kèm checklist
Ngày 27,Tuần 4,3.0,19:30,Deal bán chéo/vinh danh,Partner hôm nay/vinh danh điểm: gói detox/giảm cân,Kích hoạt điểm,PARTNER_DEAL,"[PARTNER HÔM NAY] Partner hôm nay/vinh danh điểm: gói detox/giảm cân
• Điểm/đối tác: [tên điểm]
• Ưu đãi cho thành viên nhóm: [quyền lợi]
• Địa chỉ: [địa chỉ]
• Cách nhận ưu đãi: [quét QR/nhắn mã]
• Thời gian áp dụng: [ngày/giờ]
Ai cần thông tin comment ""PARTNER"".","Tạo poster Zalo 1:1 cho nhóm ""Liên minh tiêu dùng & điểm bán"", chủ đề ""Partner hôm nay/vinh danh điểm: gói detox/giảm cân"". Phong cách healthy, sạch, màu xanh lá/be, có ảnh sản phẩm thật hoặc mockup đồ ăn/uống, text lớn: ""[ƯU ĐÃI/DEAL]"", text phụ: ""[giá] - [giờ chốt]"", thêm icon đồng hồ, giao hàng, QR placeholder, bố cục rõ, không quá 25 từ trên poster.",Deal partner/báo cáo QR,,Chưa đăng,,"[PARTNER HÔM NAY] gói detox/giảm cân: Hôm nay nhóm ưu tiên kết nối một điểm liên kết phù hợp để chạy thử gói detox/giảm cân. Thành viên nhóm nhận [quyền lợi/ưu đãi] tại [tên điểm] - [địa chỉ] khi quét QR hoặc nhắn mã PARTNER. Chủ điểm được hỗ trợ poster, bài đăng và cách ghi nhận đơn/lượt quét. Ai muốn nhận ưu đãi hoặc đăng ký điểm tương tự comment PARTNER.",Tên điểm; quyền lợi; địa chỉ; mã QR; thời hạn ưu đãi,PARTNER,Ảnh điểm/đối tác + sản phẩm + QR/mã ưu đãi
